time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
1,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
4,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
5,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
6,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
7,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
8,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
9,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
10,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
11,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
12,0.0,1e-05,0.0,1e-05,-6e-05,-4e-05,-2e-05,0.0,1,7.0
13,-4e-05,-3e-05,-6e-05,-4e-05,-2e-05,1e-05,-1e-05,-3e-05,1,7.0
14,-4e-05,-3e-05,-6e-05,-4e-05,-2e-05,1e-05,-1e-05,-3e-05,1,7.0
15,-4e-05,-3e-05,-6e-05,-4e-05,-2e-05,1e-05,-1e-05,-3e-05,1,7.0
16,-4e-05,-3e-05,-6e-05,-4e-05,-2e-05,1e-05,-1e-05,-3e-05,1,7.0
17,-4e-05,-3e-05,-6e-05,-4e-05,-2e-05,1e-05,-1e-05,-3e-05,1,7.0
18,0.0,2e-05,1e-05,1e-05,-1e-05,-2e-05,0.0,-1e-05,1,7.0
19,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
20,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
21,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
22,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
23,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
24,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
25,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
26,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
27,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
28,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
29,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
30,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
31,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
33,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
34,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
35,-1e-05,1e-05,2e-05,1e-05,1e-05,7e-05,-1e-05,0.0,1,7.0
43,-1e-05,0.0,0.0,1e-05,1e-05,0.0,-3e-05,0.0,1,7.0
45,-1e-05,-4e-05,-6e-05,-5e-05,-4e-05,-1e-05,-3e-05,-1e-05,1,7.0
46,1e-05,0.0,-1e-05,-1e-05,-2e-05,-2e-05,-2e-05,-1e-05,1,7.0
