time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
2032,-2e-05,-1e-05,5e-05,-1e-05,0.0,0.0,-1e-05,-3e-05,1,34.0
2033,-2e-05,-1e-05,5e-05,-1e-05,0.0,0.0,-1e-05,-3e-05,1,34.0
2034,-2e-05,-1e-05,5e-05,-1e-05,0.0,0.0,-1e-05,-3e-05,1,34.0
2035,-2e-05,-1e-05,5e-05,-1e-05,0.0,0.0,-1e-05,-3e-05,1,34.0
2036,-2e-05,-3e-05,-0.00018,-0.00014,-3e-05,-1e-05,-1e-05,1e-05,1,34.0
2039,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2040,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2041,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2042,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2043,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2044,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2045,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2046,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2047,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2048,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2049,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2050,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2051,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2052,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2053,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2054,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2055,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2056,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2057,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2058,0.0,-1e-05,3e-05,4e-05,0.0,1e-05,0.0,-1e-05,1,34.0
2059,-2e-05,-2e-05,-9e-05,-3e-05,-2e-05,-1e-05,-3e-05,-2e-05,1,34.0
2060,0.0,0.0,-1e-05,-2e-05,-1e-05,-2e-05,0.0,-1e-05,1,34.0
2061,0.0,0.0,-1e-05,-2e-05,-1e-05,-2e-05,0.0,-1e-05,1,34.0
2062,0.0,0.0,-1e-05,-2e-05,-1e-05,-2e-05,0.0,-1e-05,1,34.0
2063,0.0,0.0,-1e-05,-2e-05,-1e-05,-2e-05,0.0,-1e-05,1,34.0
2064,0.0,0.0,-1e-05,-2e-05,-1e-05,-2e-05,0.0,-1e-05,1,34.0
