time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
2968,-1e-05,-1e-05,-2e-05,0.0,-2e-05,0.0,-1e-05,-1e-05,1,9.0
2969,-1e-05,-1e-05,-2e-05,0.0,-2e-05,0.0,-1e-05,-1e-05,1,9.0
2970,-1e-05,-1e-05,-2e-05,0.0,-2e-05,0.0,-1e-05,-1e-05,1,9.0
2971,-2e-05,0.0,-4e-05,-2e-05,-1e-05,-1e-05,0.0,-1e-05,1,9.0
2972,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2973,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2974,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2975,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2976,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2977,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2978,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2979,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2980,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2981,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2982,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2983,-1e-05,1e-05,0.0,0.0,-4e-05,-1e-05,-1e-05,-1e-05,1,9.0
2984,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2985,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2986,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2988,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2989,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2990,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2991,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2992,-2e-05,-2e-05,-1e-05,-1e-05,1e-05,-2e-05,-1e-05,0.0,1,9.0
2993,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2994,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2995,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2996,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2997,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2998,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
2999,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3000,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3001,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3002,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3003,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3004,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3005,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3006,0.0,0.0,0.0,1e-05,2e-05,0.0,0.0,0.0,1,9.0
3007,-2e-05,-2e-05,-2e-05,-1e-05,-1e-05,0.0,-1e-05,-2e-05,1,9.0
3008,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3009,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3010,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3011,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3012,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3013,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-2e-05,1,9.0
3014,-3e-05,-2e-05,1e-05,0.0,-2e-05,1e-05,0.0,0.0,1,9.0
3015,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3016,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3017,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3018,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3019,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3020,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3021,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3022,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3023,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3024,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3025,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3026,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3027,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3028,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3029,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3030,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3031,-1e-05,0.0,-2e-05,-3e-05,-2e-05,-4e-05,-1e-05,0.0,1,9.0
3032,-3e-05,-1e-05,0.0,-1e-05,1e-05,-1e-05,0.0,-3e-05,1,9.0
3033,-3e-05,-1e-05,0.0,-1e-05,1e-05,-1e-05,0.0,-3e-05,1,9.0
3034,-3e-05,-1e-05,0.0,-1e-05,1e-05,-1e-05,0.0,-3e-05,1,9.0
3035,-3e-05,-1e-05,0.0,-1e-05,1e-05,-1e-05,0.0,-3e-05,1,9.0
