time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
1911,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1912,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1913,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1914,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1915,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1916,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1917,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1918,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1919,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1920,-3e-05,-3e-05,-7e-05,-2e-05,-4e-05,-2e-05,0.0,0.0,1,17.0
1921,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1922,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1923,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1924,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1925,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1926,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1927,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1928,-2e-05,-2e-05,-2e-05,-1e-05,0.0,-1e-05,1e-05,2e-05,1,17.0
1929,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1930,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1932,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1933,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1934,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1935,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1936,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1937,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1938,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1939,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1940,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1941,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1942,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
1943,-1e-05,-3e-05,4e-05,0.0,1e-05,-1e-05,0.0,-2e-05,1,17.0
