time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
1985,1e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,-2e-05,1,12.0
1988,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1989,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1990,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1991,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1992,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1993,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1994,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1995,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1996,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1997,2e-05,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,1,12.0
1998,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
1999,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2000,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2001,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2002,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2003,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2004,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2005,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2006,5e-05,-1e-05,-1e-05,-3e-05,-2e-05,-3e-05,-2e-05,7e-05,1,12.0
2007,-4e-05,-1e-05,-1e-05,0.0,1e-05,-1e-05,-2e-05,-7e-05,1,12.0
