time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
2014,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2016,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2017,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2018,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2019,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2020,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2021,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2022,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2023,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2024,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2025,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2026,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2027,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2028,-3e-05,0.0,0.0,2e-05,-1e-05,-1e-05,-2e-05,-1e-05,1,27.0
2029,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2030,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2031,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2032,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2033,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2034,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2035,1e-05,2e-05,-2e-05,-2e-05,0.0,-1e-05,-2e-05,0.0,1,27.0
2036,-3e-05,0.0,-1e-05,-1e-05,-2e-05,-2e-05,-2e-05,-1e-05,1,27.0
2038,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2039,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2040,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2041,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2042,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2043,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2044,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2045,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2046,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2047,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2048,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2049,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2050,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2051,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2052,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
2053,-1e-05,-3e-05,-2e-05,-1e-05,-3e-05,-3e-05,0.0,-1e-05,1,27.0
