time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
808,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
809,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
810,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
811,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
812,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
813,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
814,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
815,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
816,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
817,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
818,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0.0,1e-05,1,29.0
819,0.0,0.0,1e-05,-3e-05,-2e-05,-1e-05,0.0,2e-05,1,29.0
820,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
821,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
822,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
823,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
824,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
825,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
826,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
827,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
828,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
829,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
830,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
831,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
832,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
833,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
834,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
835,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
836,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
839,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
840,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
841,1e-05,2e-05,2e-05,0.0,-2e-05,0.0,2e-05,1e-05,1,29.0
842,-1e-05,-4e-05,-4e-05,-2e-05,-3e-05,-1e-05,-2e-05,-3e-05,1,29.0
843,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
844,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
845,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
846,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
847,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
848,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
849,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
850,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
851,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
852,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
853,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
854,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
855,-2e-05,-3e-05,-1e-05,-3e-05,-5e-05,-9e-05,1e-05,0.0,1,29.0
856,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
857,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
858,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
859,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
860,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
861,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
862,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
863,0.0,0.0,1e-05,-2e-05,1e-05,-1e-05,-3e-05,-3e-05,1,29.0
864,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
865,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
866,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
867,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
868,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
869,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
870,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
871,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
872,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
873,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
874,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
875,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
876,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
877,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
878,-2e-05,-1e-05,-3e-05,-1e-05,1e-05,0.0,-2e-05,2e-05,1,29.0
879,-1e-05,2e-05,2e-05,2e-05,-2e-05,-2e-05,-1e-05,-1e-05,1,29.0
880,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
881,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
882,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
883,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
884,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
885,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
886,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
888,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
889,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
890,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
891,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
892,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
893,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
894,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
895,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
896,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
897,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
898,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
899,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
900,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
901,-1e-05,-4e-05,-6e-05,-2e-05,0.0,0.0,2e-05,-3e-05,1,29.0
902,-2e-05,-2e-05,0.0,1e-05,-1e-05,1e-05,0.0,-1e-05,1,29.0
903,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
904,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
905,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
906,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
907,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
908,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
909,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
910,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
911,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
912,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
913,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
914,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
915,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
916,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
917,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
918,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
919,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
920,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
921,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
923,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
924,-2e-05,1e-05,2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,1,29.0
925,0.0,-2e-05,-4e-05,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,1,29.0
926,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
927,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
928,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
929,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
930,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
931,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
932,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
933,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
934,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
935,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
936,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
938,0.0,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,-2e-05,1,29.0
939,-1e-05,-2e-05,-1e-05,-1e-05,-1e-05,2e-05,-2e-05,-1e-05,1,29.0
940,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
941,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
942,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
943,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
944,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
945,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
946,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
947,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
948,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
949,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
950,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
951,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
952,0.0,-2e-05,0.0,-1e-05,1e-05,0.0,-3e-05,0.0,1,29.0
