time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
1967,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1968,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1969,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1970,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1971,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1972,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1973,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1974,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1975,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1976,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1977,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1978,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1979,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1980,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1981,-1e-05,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-3e-05,-2e-05,1,8.0
1982,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1983,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1984,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1985,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1986,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1988,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1989,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1990,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1991,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1992,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1993,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1994,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1995,-2e-05,1e-05,-1e-05,-1e-05,-1e-05,-1e-05,1e-05,-2e-05,1,8.0
1996,-1e-05,-1e-05,-1e-05,1e-05,-1e-05,2e-05,-1e-05,-1e-05,1,8.0
1997,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
1998,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
1999,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2000,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2001,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2002,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2003,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2004,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2005,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2006,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2007,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2008,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2009,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2010,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2011,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2012,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2013,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2014,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2015,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2016,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2017,0.0,0.0,-1e-05,-1e-05,-4e-05,-3e-05,0.0,-1e-05,1,8.0
2018,-1e-05,-1e-05,-1e-05,0.0,-3e-05,1e-05,-2e-05,-1e-05,1,8.0
2019,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2020,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2021,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2022,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2023,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2024,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2025,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2026,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2027,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2028,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2029,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2030,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2031,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2032,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2033,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2034,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2035,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2036,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2038,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2039,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2040,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2041,0.0,-3e-05,-2e-05,-1e-05,-1e-05,-1e-05,0.0,0.0,1,8.0
2042,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2043,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2044,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2045,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2046,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2047,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2048,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2049,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2050,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2051,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2052,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2053,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
2054,-3e-05,0.0,-1e-05,-1e-05,0.0,2e-05,-1e-05,1e-05,1,8.0
