time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
1783,0.0,-4e-05,-9e-05,-7e-05,-2e-05,-2e-05,-1e-05,-1e-05,1,1.0
1784,0.0,-4e-05,-9e-05,-7e-05,-2e-05,-2e-05,-1e-05,-1e-05,1,1.0
1785,0.0,-4e-05,-9e-05,-7e-05,-2e-05,-2e-05,-1e-05,-1e-05,1,1.0
1787,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1790,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1791,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1792,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1793,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1794,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1795,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1796,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1797,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1798,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1799,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1800,1e-05,-6e-05,-6e-05,-6e-05,-3e-05,-1e-05,-1e-05,1e-05,1,1.0
1801,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1802,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1803,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1804,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1805,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1806,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1807,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1808,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1809,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1810,-1e-05,3e-05,3e-05,4e-05,0.0,1e-05,1e-05,2e-05,1,1.0
1811,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1812,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1813,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1814,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1815,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1816,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1817,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1818,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1819,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1821,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1822,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1823,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1824,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1825,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1826,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1827,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1828,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1829,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1830,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1831,1e-05,-1e-05,7e-05,2e-05,-4e-05,-1e-05,-2e-05,-1e-05,1,1.0
1832,1e-05,2e-05,0.00021,2e-05,0.0,0.0,-2e-05,-2e-05,1,1.0
1833,-2e-05,0.0,-0.00018,-1e-05,0.0,-1e-05,-2e-05,0.0,1,1.0
1834,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1835,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1836,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1838,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1839,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1840,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1841,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1842,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1843,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1844,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1845,-1e-05,0.0,-2e-05,-2e-05,0.0,-2e-05,-1e-05,-1e-05,1,1.0
1846,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1847,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1848,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1849,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1851,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1852,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1853,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1854,-1e-05,-7e-05,-0.00024,-7e-05,-3e-05,0.0,-3e-05,-2e-05,1,1.0
1855,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1856,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1857,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1858,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1859,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1860,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1861,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1862,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1863,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1864,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1865,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1866,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1867,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1868,1e-05,3e-05,0.00016,4e-05,1e-05,-2e-05,-1e-05,1e-05,1,1.0
1869,0.0,3e-05,0.0,0.0,1e-05,-2e-05,-1e-05,0.0,1,1.0
1870,-2e-05,-2e-05,3e-05,5e-05,0.0,2e-05,-1e-05,0.0,1,1.0
1871,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1872,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1873,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1874,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1875,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1876,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
1877,-2e-05,4e-05,0.00018,2e-05,0.0,-1e-05,0.0,-3e-05,1,1.0
